entity_id,input_name,matched_label,type,countries,sanctioned,pep,risk_factors,degree,source_count,entity_url
tA9blnIZJ8CO-RnLHLYwqw,Venezuelan State-Owned Oil Company (PDVSA),PETROLEOS DE VENEZUELA S A,company,VEN; NLD,True,False,basel_aml; controlled_by_eu_sanctioned; controlled_by_ofac_sdn; controlled_by_ofac_sdntk_sanctioned; controlled_by_uk_sanctioned; cpi_score; esg_score_very_high; export_controls; law_enforcement_action; meu_list_contractors; owned_by_regulatory_action_entity; owned_by_soe; owner_of_export_controls_entity; owner_of_sanctioned_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_soe; pep_adjacent; psa_owned_by_regulatory_action_entity; psa_owned_by_soe; psa_owner_of_export_controls_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_soe; psa_ven_soe_50_percent; regulatory_action; reputational_risk_bribery_and_corruption; reputational_risk_other; sanctioned; sanctioned_usa_ofac_sdn; state_owned; ven_soe_50_percent,13147,17,/v1/entity/tA9blnIZJ8CO-RnLHLYwqw
v6qt9ZlyXkJb5AHmURHh0g,Syrian Arab Airlines,Syrian Arab Airlines,company,SYR,False,False,basel_aml; cpi_score; eu_high_risk_third; export_controls_adjacent; export_controls_other; formerly_sanctioned; formerly_sanctioned_can_gac; formerly_sanctioned_che_seco; formerly_sanctioned_eu_dg_fisma_ec; formerly_sanctioned_eu_ec_sanctions_map; formerly_sanctioned_eu_sanctions; formerly_sanctioned_fra_dgt_mefids; formerly_sanctioned_gbr_fcdo; formerly_sanctioned_usa_ofac_sdn; law_enforcement_action; pep_adjacent; reputational_risk_other; sanctioned_adjacent; state_owned,91,13,/v1/entity/v6qt9ZlyXkJb5AHmURHh0g
743PV9hvik01AFVlWI-oTg,Korea Mining Development Trading Corporation,Korea Mining Development Trading Corporation,company,SYR; IRN; CHN; RUS; PRK,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_jpn_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_un_sanctioned; cpi_score; eu_high_risk_third; export_controls; export_controls_other; jpn_meti_end_user; law_enforcement_action; owner_of_export_controls_entity; owner_of_jpn_meti_end_user_entity; owner_of_sanctioned_aus_dfat_entity; owner_of_sanctioned_che_seco_entity; owner_of_sanctioned_entity; owner_of_sanctioned_eu_dg_fisma_ec_entity; owner_of_sanctioned_eu_ec_sanctions_map_entity; owner_of_sanctioned_eu_sanctions_entity; owner_of_sanctioned_fra_dgt_mefids_entity; owner_of_sanctioned_gbr_fcdo_entity; owner_of_sanctioned_jpn_mof_entity; owner_of_sanctioned_ukr_sfms_entity; owner_of_sanctioned_un_sc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; pep_adjacent; psa_owner_of_export_controls_entity; psa_owner_of_jpn_meti_end_user_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_aus_dfat_entity; psa_owner_of_sanctioned_che_seco_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_eu_dg_fisma_ec_entity; psa_owner_of_sanctioned_eu_ec_sanctions_map_entity; psa_owner_of_sanctioned_eu_sanctions_entity; psa_owner_of_sanctioned_fra_dgt_mefids_entity; psa_owner_of_sanctioned_gbr_fcdo_entity; psa_owner_of_sanctioned_jpn_mof_entity; psa_owner_of_sanctioned_ukr_sfms_entity; psa_owner_of_sanctioned_un_sc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_regulatory_action; reputational_risk_forced_labor; reputational_risk_other; sanctioned; sanctioned_aus_dfat; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_jpn_mof; sanctioned_other; sanctioned_ukr_sfms; sanctioned_un_sc; sanctioned_usa_ofac_sdn; state_owned; usa_isn,52,19,/v1/entity/743PV9hvik01AFVlWI-oTg
yPMqDvYBVDqz8q9iJmlqpA,Cubametales,EMPRESA CUBANA IMPORTADORA Y EXPORTADORA DE COMBUSTIBLES Y LUBRICANTES,company,CUB,False,False,psa_export_controls; psa_owner_of_export_controls_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_sanctioned; psa_sanctioned_usa_ofac_sdn; psa_state_owned,1,1,/v1/entity/yPMqDvYBVDqz8q9iJmlqpA
PNCfdPZenKKPQYzg0983yg,Myanmar Economic Corporation,Myanmar  Economic  Holdings  Public  Company  Ltd,company,MMR,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; cpi_score; eu_high_risk_third; export_controls; law_enforcement_action; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_can_gac_entity; owner_of_sanctioned_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_soe; pep_adjacent; psa_owner_of_export_controls_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_can_gac_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_soe; regulatory_action; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_usa_ofac_sdn; state_owned; usa_bis,147,17,/v1/entity/PNCfdPZenKKPQYzg0983yg
PNCfdPZenKKPQYzg0983yg,Myanmar Economic Holdings Limited,Myanmar  Economic  Holdings  Public  Company  Ltd,company,MMR,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; cpi_score; eu_high_risk_third; export_controls; law_enforcement_action; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_can_gac_entity; owner_of_sanctioned_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_soe; pep_adjacent; psa_owner_of_export_controls_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_can_gac_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_soe; regulatory_action; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_usa_ofac_sdn; state_owned; usa_bis,147,17,/v1/entity/PNCfdPZenKKPQYzg0983yg
hBbGwsQXUAZVHl-EeRmfsQ,Belaruskali OAO,Sociedade por ações aberta “Belaruskali”,company,LTU; BLR; BEL; NLD; FRA; RUS; ESP; DEU,True,False,basel_aml; cpi_score; export_controls_adjacent; formerly_sanctioned; formerly_sanctioned_usa_ofac_sdn; pep_adjacent; psa_regulatory_action; sanctioned; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_other; sanctioned_ukr_nsdc; state_owned; state_owned_blr,513,23,/v1/entity/hBbGwsQXUAZVHl-EeRmfsQ
0-dUKOZj1YJ8Hl48PMHjgA,State Development Bank VEB.RF,"Государственная корпорация ""Банк развития и внешнеэкономической деятельности (Внешэкономбанк)""",company,USA; ARE; CYP; ITA; CHN; RUS; GBR; UKR; IND; DEU,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_jpn_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; export_controls; export_controls_other; formerly_sanctioned; meu_list_contractors; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_aus_dfat_entity; owner_of_sanctioned_can_gac_entity; owner_of_sanctioned_che_seco_entity; owner_of_sanctioned_entity; owner_of_sanctioned_eu_ec_regulation_833_2014_entity; owner_of_sanctioned_eu_ec_sanctions_map_entity; owner_of_sanctioned_eu_sanctions_entity; owner_of_sanctioned_gbr_fcdo_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_non_sdn_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_soe; owner_of_usa_bis_entity; pep_adjacent; psa_owner_of_export_controls_entity; psa_owner_of_jpn_meti_end_user_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_aus_dfat_entity; psa_owner_of_sanctioned_can_gac_entity; psa_owner_of_sanctioned_che_seco_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_eu_ec_regulation_833_2014_entity; psa_owner_of_sanctioned_eu_ec_sanctions_map_entity; psa_owner_of_sanctioned_eu_sanctions_entity; psa_owner_of_sanctioned_gbr_fcdo_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_non_sdn_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_soe; psa_owner_of_usa_bis_entity; regulatory_action; reputational_risk_other; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_gbr_hmt_ofsi; sanctioned_nzl_mfat_rus; sanctioned_other; sanctioned_ukr_nsdc; sanctioned_usa_ofac_non_sdn; sanctioned_usa_ofac_sdn; state_owned; state_owned_rus,1830,34,/v1/entity/0-dUKOZj1YJ8Hl48PMHjgA
xH8jHy73cLhkzYVQpFDvUQ,Promsvyazbank,PROMSVYAZBANK,company,CYP; KGZ; CHN; RUS; UKR; IND; IRL,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_jpn_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; export_controls; export_controls_other; formerly_sanctioned; formerly_sanctioned_eu_sanctions; meu_list_contractors; owned_by_entity_in_export_controls; owned_by_regulatory_action_entity; owned_by_sanctioned_aus_dfat_entity; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_che_seco_entity; owned_by_sanctioned_entity; owned_by_sanctioned_eu_dg_fisma_ec_entity; owned_by_sanctioned_eu_ec_regulation_833_2014_entity; owned_by_sanctioned_eu_ec_sanctions_map_entity; owned_by_sanctioned_eu_sanctions_entity; owned_by_sanctioned_fra_dgt_mefids_entity; owned_by_sanctioned_gbr_fcdo_entity; owned_by_sanctioned_jpn_mof_entity; owned_by_sanctioned_nzl_mfat_rus_entity; owned_by_sanctioned_ukr_nsdc_entity; owned_by_sanctioned_usa_ofac_sdn_entity; owned_by_usa_bis_entity; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_can_gac_entity; owner_of_sanctioned_che_seco_entity; owner_of_sanctioned_entity; owner_of_sanctioned_eu_dg_fisma_ec_entity; owner_of_sanctioned_eu_ec_regulation_833_2014_entity; owner_of_sanctioned_eu_ec_sanctions_map_entity; owner_of_sanctioned_eu_sanctions_entity; owner_of_sanctioned_fra_dgt_mefids_entity; owner_of_sanctioned_gbr_fcdo_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_soe; pep_adjacent; psa_owned_by_entity_in_export_controls; psa_owned_by_regulatory_action_entity; psa_owned_by_sanctioned_aus_dfat_entity; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_che_seco_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_eu_dg_fisma_ec_entity; psa_owned_by_sanctioned_eu_ec_regulation_833_2014_entity; psa_owned_by_sanctioned_eu_ec_sanctions_map_entity; psa_owned_by_sanctioned_eu_sanctions_entity; psa_owned_by_sanctioned_fra_dgt_mefids_entity; psa_owned_by_sanctioned_gbr_fcdo_entity; psa_owned_by_sanctioned_jpn_mof_entity; psa_owned_by_sanctioned_nzl_mfat_rus_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owned_by_sanctioned_usa_ofac_sdn_entity; psa_owned_by_usa_bis_entity; psa_owner_of_export_controls_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_can_gac_entity; psa_owner_of_sanctioned_che_seco_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_eu_dg_fisma_ec_entity; psa_owner_of_sanctioned_eu_ec_regulation_833_2014_entity; psa_owner_of_sanctioned_eu_ec_sanctions_map_entity; psa_owner_of_sanctioned_eu_sanctions_entity; psa_owner_of_sanctioned_fra_dgt_mefids_entity; psa_owner_of_sanctioned_gbr_fcdo_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_soe; regulatory_action; reputational_risk_financial_crime; reputational_risk_other; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_jpn_mof; sanctioned_ukr_nsdc; sanctioned_usa_ofac_sdn; state_owned,523,28,/v1/entity/xH8jHy73cLhkzYVQpFDvUQ
w_HwwyFYfw8OVwST7AoSUw,Alfa-Bank,Alfa-Bank JSC,company,BLR; CYP; RUS; UKR; KAZ,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_eu_sanctioned; controlled_by_jpn_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; export_controls; export_controls_other; formerly_sanctioned; meu_list_contractors; owned_by_sanctioned_entity; owned_by_sanctioned_ukr_nsdc_entity; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_aus_dfat_entity; owner_of_sanctioned_can_gac_entity; owner_of_sanctioned_entity; owner_of_sanctioned_eu_ec_regulation_833_2014_entity; owner_of_sanctioned_eu_ec_sanctions_map_entity; owner_of_sanctioned_eu_sanctions_entity; owner_of_sanctioned_gbr_fcdo_entity; owner_of_sanctioned_lva_fis_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; pep_adjacent; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owner_of_export_controls_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_aus_dfat_entity; psa_owner_of_sanctioned_can_gac_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_eu_ec_regulation_833_2014_entity; psa_owner_of_sanctioned_eu_ec_sanctions_map_entity; psa_owner_of_sanctioned_eu_sanctions_entity; psa_owner_of_sanctioned_gbr_fcdo_entity; psa_owner_of_sanctioned_lva_fis_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; regulatory_action; reputational_risk_other; sanctioned; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_jpn_mof; sanctioned_nzl_mfat_rus; sanctioned_ukr_nsdc; sanctioned_usa_ofac_sdn; soe_adjacent,1457,30,/v1/entity/w_HwwyFYfw8OVwST7AoSUw
BSsUPVlxsICOW4GCjb4fqQ,Belorusskaya Kaliynaya Companya,Avoin osakeyhtiö ”Belarusian Potash Company”,company,LTU; USA; BLR; TUR; AUS; CHN; RUS; IND; DEU,True,False,basel_aml; controlled_by_eu_sanctioned; cpi_score; export_controls_adjacent; formerly_sanctioned; formerly_sanctioned_usa_ofac_sdn; owned_by_entity_in_export_controls; owned_by_sanctioned_aus_dfat_entity; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_che_seco_entity; owned_by_sanctioned_entity; owned_by_sanctioned_eu_dg_fisma_ec_entity; owned_by_sanctioned_eu_ec_sanctions_map_entity; owned_by_sanctioned_eu_sanctions_entity; owned_by_sanctioned_fra_dgt_mefids_entity; owned_by_sanctioned_gbr_fcdo_entity; owned_by_sanctioned_jpn_mof_entity; owned_by_sanctioned_nzl_mfat_rus_entity; owned_by_sanctioned_ukr_nsdc_entity; owned_by_sanctioned_usa_ofac_sdn_entity; owner_of_regulatory_action_entity; pep_adjacent; psa_owned_by_entity_in_export_controls; psa_owned_by_sanctioned_aus_dfat_entity; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_che_seco_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_eu_dg_fisma_ec_entity; psa_owned_by_sanctioned_eu_ec_sanctions_map_entity; psa_owned_by_sanctioned_eu_sanctions_entity; psa_owned_by_sanctioned_fra_dgt_mefids_entity; psa_owned_by_sanctioned_gbr_fcdo_entity; psa_owned_by_sanctioned_jpn_mof_entity; psa_owned_by_sanctioned_nzl_mfat_rus_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owned_by_sanctioned_usa_ofac_sdn_entity; psa_owner_of_regulatory_action_entity; regulatory_action; reputational_risk_other; sanctioned; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_other; soe_adjacent,456,25,/v1/entity/BSsUPVlxsICOW4GCjb4fqQ
kdOb4CZZrQ-yJpITOfuP0A,Belneftegaz,Additional Liability Company Belneftegaz,company,BLR; RUS,True,False,basel_aml; cpi_score; export_controls; owned_by_entity_in_export_controls; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_che_seco_entity; owned_by_sanctioned_entity; owned_by_sanctioned_eu_dg_fisma_ec_entity; owned_by_sanctioned_eu_ec_sanctions_map_entity; owned_by_sanctioned_eu_sanctions_entity; owned_by_sanctioned_fra_dgt_mefids_entity; owned_by_sanctioned_usa_ofac_sdn_entity; psa_owned_by_entity_in_export_controls; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_che_seco_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_eu_dg_fisma_ec_entity; psa_owned_by_sanctioned_eu_ec_sanctions_map_entity; psa_owned_by_sanctioned_eu_sanctions_entity; psa_owned_by_sanctioned_fra_dgt_mefids_entity; psa_owned_by_sanctioned_usa_ofac_sdn_entity; regulatory_action; sanctioned; sanctioned_usa_ofac_sdn,4,10,/v1/entity/kdOb4CZZrQ-yJpITOfuP0A
IqT-ciRIQc9XuMllE0Acpw,Bank Rossiya,Bank Rossiya,company,RUS; USA; CYP,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; eu_50_percent_rule; export_controls; formerly_sanctioned; meu_list_contractors; ofac_50_percent_rule; owned_by_entity_in_export_controls; owned_by_regulatory_action_entity; owned_by_sanctioned_aus_dfat_entity; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_che_seco_entity; owned_by_sanctioned_entity; owned_by_sanctioned_eu_dg_fisma_ec_entity; owned_by_sanctioned_eu_ec_sanctions_map_entity; owned_by_sanctioned_eu_sanctions_entity; owned_by_sanctioned_fra_dgt_mefids_entity; owned_by_sanctioned_gbr_fcdo_entity; owned_by_sanctioned_jpn_mof_entity; owned_by_sanctioned_nzl_mfat_rus_entity; owned_by_sanctioned_ukr_nsdc_entity; owned_by_sanctioned_usa_ofac_sdn_entity; owned_by_soe; owned_by_usa_bis_entity; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_can_gac_entity; owner_of_sanctioned_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; owner_of_usa_bis_entity; pep_adjacent; psa_eu_50_percent_rule; psa_ofac_50_percent_rule; psa_owned_by_entity_in_export_controls; psa_owned_by_regulatory_action_entity; psa_owned_by_sanctioned_aus_dfat_entity; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_che_seco_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_eu_dg_fisma_ec_entity; psa_owned_by_sanctioned_eu_ec_sanctions_map_entity; psa_owned_by_sanctioned_eu_sanctions_entity; psa_owned_by_sanctioned_fra_dgt_mefids_entity; psa_owned_by_sanctioned_gbr_fcdo_entity; psa_owned_by_sanctioned_jpn_mof_entity; psa_owned_by_sanctioned_nzl_mfat_rus_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owned_by_sanctioned_usa_ofac_sdn_entity; psa_owned_by_soe; psa_owned_by_usa_bis_entity; psa_owner_of_export_controls_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_can_gac_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; psa_owner_of_usa_bis_entity; psa_uk_50_percent_rule; psa_usa_bis_50_percent_rule; regulatory_action; reputational_risk_other; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_jpn_mof; sanctioned_nzl_mfat_rus; sanctioned_usa_ofac_sdn; state_owned; uk_50_percent_rule; usa_bis_50_percent_rule,1269,28,/v1/entity/IqT-ciRIQc9XuMllE0Acpw
E_NabEdOK7AokStLfvF1rQ,Novikombank,Акционерный Коммерческий Банк Новикомбанк акционерное общество,company,RUS; BRA,True,False,basel_aml; controlled_by_aus_sanctioned; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; eu_50_percent_rule; export_controls; export_controls_other; formerly_sanctioned; meu_list_contractors; ofac_50_percent_rule; owned_by_entity_in_export_controls; owned_by_regulatory_action_entity; owned_by_rus_soe; owned_by_sanctioned_can_gac_entity; owned_by_sanctioned_che_seco_entity; owned_by_sanctioned_entity; owned_by_sanctioned_eu_ec_regulation_833_2014_entity; owned_by_sanctioned_eu_ec_sanctions_map_entity; owned_by_sanctioned_eu_sanctions_entity; owned_by_sanctioned_gbr_fcdo_entity; owned_by_sanctioned_jpn_mof_entity; owned_by_sanctioned_nzl_mfat_rus_entity; owned_by_sanctioned_ukr_nsdc_entity; owned_by_sanctioned_usa_ofac_non_sdn_entity; owned_by_sanctioned_usa_ofac_sdn_entity; owned_by_soe; owned_by_usa_bis_entity; pep_adjacent; psa_eu_50_percent_rule; psa_ofac_50_percent_rule; psa_owned_by_entity_in_export_controls; psa_owned_by_regulatory_action_entity; psa_owned_by_rus_soe; psa_owned_by_sanctioned_can_gac_entity; psa_owned_by_sanctioned_che_seco_entity; psa_owned_by_sanctioned_entity; psa_owned_by_sanctioned_eu_ec_regulation_833_2014_entity; psa_owned_by_sanctioned_eu_ec_sanctions_map_entity; psa_owned_by_sanctioned_eu_sanctions_entity; psa_owned_by_sanctioned_gbr_fcdo_entity; psa_owned_by_sanctioned_jpn_mof_entity; psa_owned_by_sanctioned_nzl_mfat_rus_entity; psa_owned_by_sanctioned_ukr_nsdc_entity; psa_owned_by_sanctioned_usa_ofac_non_sdn_entity; psa_owned_by_sanctioned_usa_ofac_sdn_entity; psa_owned_by_soe; psa_owned_by_usa_bis_entity; psa_uk_50_percent_rule; psa_usa_bis_50_percent_rule; regulatory_action; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_jpn_mof; sanctioned_nzl_mfat_rus; sanctioned_other; sanctioned_ukr_nsdc; sanctioned_usa_ofac_non_sdn; sanctioned_usa_ofac_sdn; soe_adjacent; uk_50_percent_rule; usa_bis_50_percent_rule,1628,30,/v1/entity/E_NabEdOK7AokStLfvF1rQ
GGHASgIP4hQ3e180IDb8Qw,Sovcombank,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОВКОМБАНК""",company,RUS; CYP,True,False,basel_aml; controlled_by_ofac_sdn; controlled_by_uk_sanctioned; controlled_by_ukr_sanctioned; cpi_score; export_controls; export_controls_other; formerly_sanctioned; meu_list_contractors; owner_of_export_controls_entity; owner_of_regulatory_action_entity; owner_of_sanctioned_entity; owner_of_sanctioned_ukr_nsdc_entity; owner_of_sanctioned_usa_ofac_sdn_entity; pep_adjacent; psa_owner_of_export_controls_entity; psa_owner_of_regulatory_action_entity; psa_owner_of_sanctioned_entity; psa_owner_of_sanctioned_ukr_nsdc_entity; psa_owner_of_sanctioned_usa_ofac_sdn_entity; regulatory_action; sanctioned; sanctioned_aus_dfat; sanctioned_can_gac; sanctioned_che_seco; sanctioned_eu_dg_fisma_ec; sanctioned_eu_ec_regulation_269_2014; sanctioned_eu_ec_sanctions_map; sanctioned_eu_sanctions; sanctioned_fra_dgt_mefids; sanctioned_gbr_fcdo; sanctioned_jpn_mof; sanctioned_nzl_mfat_rus; sanctioned_ukr_nsdc; sanctioned_usa_ofac_sdn; soe_adjacent,3143,31,/v1/entity/GGHASgIP4hQ3e180IDb8Qw
